name,brand,brand_pos
ТУННИКА - Пек 2349/2350 - 082 - 070221,,"(0, 0)"
Вафли Сладонеж с сливочным кремом 170г,сладонеж,"(6, 14)"
[M] Ботинки Лель LM086290779 BcbcIf'mOcmlg,лель,"(12, 16)"
"Сок Любимый Спелый Томат т/п 1,93л.",любимый,"(4, 11)"
4607044330368 Кисть плоская АКОР Евро 75 8мм  Пласт. ручка,акор,"(28, 32)"
"Клейкая лента узкая, 2-х сторон.",,"(0, 0)"
Соль морская пор раств 1кг уп,,"(0, 0)"
Гирлянда Hayabusa HS 303,hayabusa,"(9, 17)"
Лампа Bosch h11 eco 12v 55w(шт),bosch,"(6, 11)"
"БЗМЖ Тан ""Томское Молоко"" 1% 900мл. пл/б",томское молоко,"(10, 24)"
Ф/рамка  Hofmann 469-O 15х20,hofmann,"(9, 16)"
"Масло трансмиссионное MT XZ Gear Oil 75W-80, 1л Nissan",nissan,"(48, 54)"
Собэ с говядиной,,"(0, 0)"
Поднос прямоугольный,,"(0, 0)"
Карты 54шт(шт),,"(0, 0)"
"Билет для взрослого в выходной день (суббота, 01.08.202...",,"(0, 0)"
Бумага д/сигарет Smoking Deluxe,smoking,"(17, 24)"
Яблоки красные Цена: за 1 кг. кг,,"(0, 0)"
"Косметика ""Сюрприз"" №MY30088 шт",,"(0, 0)"
"Хлеб ""Имандра"" в нар.400г Хлебопек шт",хлебопек,"(26, 34)"
Мармелад желейно-формовой со стевией 200г,,"(0, 0)"
"Сырок ""Простоквашино"" Сгущенка 40 гр",простоквашино,"(7, 20)"
"гвозди плотницкие 4,0х 60 цинк.(1кг=158шт.) (кг)",,"(0, 0)"
"Эгилок, табл., 50 мг №60 (5219A0221)",эгилок,"(0, 6)"
5 морей Шпроты  в/м 160гр. ж/б,5 морей,"(0, 7)"
"""ТАРХУН"" 1.5л газ. напит. До встречи",до встречи,"(26, 36)"
ДАНИССИМО Фантазия Хруст.шарики Лесные ягоды   105г,даниссимо,"(0, 9)"
9132491 резинка 8 мм белая 10 м/уп,,"(0, 0)"
ДМ5т48_лм 9586 Дневник дл,,"(0, 0)"
Прожильник 50*100*6/5 м,,"(0, 0)"
12146033 Пиджак д/м КАТ3-310-42-391 134-_64-60 син-00 2000998385606,,"(0, 0)"
LC1208 Фильтр масляный LYNXauto,lynx,"(23, 27)"
Куртка джинсовая Bershka RU201129-827826-001,bershka,"(17, 24)"
Тонер Картридж Cactus CS-C040HBK черный (12500стр.) для Canon LBP 710CX/712CX (Гарантия - 1 год),canon,"(56, 61)"
"7/44 краска для волос, русый медный интенсивный/ DELUXE 60 мл",deluxe,"(49, 55)"
"Слоеная трубочка ""РАХАТ ЛУКУМ""  (БИБЕР говяжий в ХРУСТЯЩЕМ ЖЕЛУДКЕ), цена за 100 грамм",,"(0, 0)"
КРОССОВКИ Ж SPIB511B,,"(0, 0)"
"Мол. коктейль Растишка  2,5% 210г Шоколадный банан",растишка,"(14, 22)"
"Яйцо "" Русское руно"" 1 кат. 10шт.",русское руно,"(7, 19)"
ПОЛУБОТИНКИ ДЛЯ МАЛЬЧИКА:Тёмно-,,"(0, 0)"
6129590 Календарь: КО:Армейский календарь 2021,,"(0, 0)"
"Варежки, арт: 22009GJC7603-16",,"(0, 0)"
Колготки Innamore Microrete,innamore,"(9, 17)"
Маска тканевая с муцином улитки May Island Real Essence Snail Mask Pack 25мл,may island,"(32, 42)"
"Майонез Махеевъ Провансаль (белый) 50,5% 200мл",махеевъ,"(8, 15)"
Коктейль Фруктовый микс б/а,,"(0, 0)"
Овощечистка HT-0054К экономка (шт),,"(0, 0)"
40г  Сырок творож ВАНИЛЬНЫЙ Простоквашино,простоквашино,"(28, 41)"
Костюм АКТИВ ут чер-кра Оксфорд (120-124/182-188) Штука,,"(0, 0)"
Бумага Туалетная Papia 12шт 3сл Балийский Цветок,papia,"(17, 22)"
"Paзнoe   ""Мaйка"" . Apти kул 8866196362",,"(0, 0)"
Крышка д/горячего 200 мл Синнабон (мод) 4 шт.,,"(0, 0)"
Тефтели с рисом 250г /Пикник/,пикник,"(22, 28)"
Стейк из семги в травах По-Про,,"(0, 0)"
Билет на электричку Москва Киевская - Зосимова Пустынь,,"(0, 0)"
201 Гель-лак 14 мл Masters Siries BLUESKY_30.09.2021!!!,bluesky,"(34, 41)"
Колодки тормозные HONDA ACCORD 2.0/2.2/2.4 98&amp;gt; задние,,"(0, 0)"
CH6-28002 Чемодан 4-х колесный,,"(0, 0)"
"Филе куриное ""Сюрприз""",,"(0, 0)"
Рабочая тетрадь KUMON. Математика. Сложение. Уровень 1 м/о (МИФ).,kumon,"(16, 21)"
Куртка утепл. муж WHS ROMA 768313 black,whs,"(18, 21)"
"Удобрение сухое ""Гера"" Азофоска 0,9кг",гера,"(17, 21)"
Маркер  текст. Т7014 фиолетовый  Berlingo,berlingo,"(33, 41)"
ШПРОТЫ в масле крупные Вкусные консервы 240 гр. ж/б ключ,вкусные консервы,"(23, 39)"
Прожектор PFL-C3 50Вт 6500К IP65 JazzWay 5023581 (Гарантия - 1 год),jazzway,"(33, 40)"
Датчик давления масла 2101-07 ММ-120Д (ЭМИ) (шт),,"(0, 0)"
1.Салфетка спиртов N100 (для инъекций) 65х56мм(УПАК),,"(0, 0)"
ЧИПСЫ ОТ МАРТИНА ШАШЛЫК 100Г,от мартина,"(6, 16)"
"Мышь Logitech M310 беспроводная, 1000dpi, USB, серо-чёрный (910-003986)",logitech,"(5, 13)"
Пряный суп с говядиной Панко Обед 1 порц.,,"(0, 0)"
"Фиксатор резьбы неразъемный  (красный) 6мл ""FELIX """,felix,"(44, 49)"
Газ (70.5 л * 22.95),,"(0, 0)"
"86644 Водка Воздух 0,5л Легкая Айс",воздух,"(12, 18)"
3 2456576556782 Кружка/hcon/1987,,"(0, 0)"
5. выгода_lavel д/од.мешок д/ст. 50*60 см 1шт,lavel,"(10, 15)"
"Батарейка АА Varta, 4008496847358,",varta,"(13, 18)"
4 2456531484402 07.21 НБ ч/TEAB/Чай ,,"(0, 0)"
Салфетки Универсал. МИКРОФИБРА 3шт PARLO,parlo,"(35, 40)"
"1.161048  Грунтовка Бетоконтакт СТ 19 Ceresit 5кг                       799,00* 1,000= 799,00 р.",ceresit,"(38, 45)"
"Grandorf корм для взрослых собак всех пород, ягненок с бурым рисом.",grandorf,"(0, 8)"
СВФС Шайба плоская увеличенная  DIN9021 М6  1шт. (шт.),din,"(32, 35)"
2 2157457077777 Лонгслив ж/Tom /1055,tom,"(27, 30)"
Батончик Фрутилад 30г Чернослив ЦЕНА 35-00,фрутилад,"(9, 17)"
Сяке спайси суши 2 порц.,,"(0, 0)"
059474:Хлеб  Матнакаш 400г ГКЖ,,"(0, 0)"
"""   VАGP   Чeрнoгpaфи тный kаpaндаш   2T (2H) . Артиkул 59489888252",,"(0, 0)"
Коробки картонные 50,,"(0, 0)"
1 2456607419369 Трусы/Hunk/1693,,"(0, 0)"
 4607023236049 Сыр твор.Тысяча озер воздуш.слив.60 140,тысяча озер,"(24, 35)"
[M] Сланцы Fila LM096426523 mVJi3GJe<4aZl,fila,"(11, 15)"
0938037 Блузка M Зеленый      ,,"(0, 0)"
19A_4CY457KK0_100_M БРЮКИ,,"(0, 0)"
очиститель агрегатов Premium Black Edition /WURTH/ 1 мл (арт. 5988 000 355) Х 200,wurth,"(44, 49)"
3 2456543256936 БРЮКИ жен/ONLY/1152,only,"(26, 30)"
Бальзам после  бритья Nivea для чувствительной кожи 100мл,nivea,"(22, 27)"
"ЖИЛЕТ(шт, 98, 108)",,"(0, 0)"
"Набор для творчества,White,ONE",,"(0, 0)"
Чай Оолонг Ти Гуань Инь (кг),,"(0, 0)"
7/8 ВитаМишки Мульти+ Йод/холин пастилки жев. №30 (БАД) 553р. за упак,витамишки,"(4, 13)"
Книга Росмэн Петушок - золотой гребешок Веселые глазки,росмэн,"(6, 12)"
Майонез оливковый Mr.Ricco  67% 400мл.,ricco,"(21, 26)"
"418628      Набор колец для излива 12х16, 14х19 (2+2 шт.), MP(шт)",,"(0, 0)"
Термопаста КПТ-8 шприц 3гр,,"(0, 0)"
Шапка 56-62 однотонная с отворотом св.серый А65/2-р,,"(0, 0)"
"Кальмар сушеный стружка, кг (кг)",,"(0, 0)"
"1179309 Чехол (клип-кейс) GRESSO Meridian, для Apple iPhone 11 Pro Max, темно-синий [gr17mrn706] (Гар.срок:0мес.)",gresso meridian,"(26, 41)"
"Чудо творожок персик-груша 4,2% 100гр /90290111606/",чудо,"(0, 4)"
"Вода Красный ключ фруктовая 1,5 л Дыня-Арбуз /ПЭТ/6",красный ключ,"(5, 17)"
Хлеб 1сорт ИП Кулагин,,"(0, 0)"
"БЗМЖ Йогурт Фругурт 250г 2,5% Персик/Маракуйя",фругурт,"(12, 19)"
Круассан с кокосом 60г К-Чепецк (НДС 0%),,"(0, 0)"
Шоколад Ozera белый цел.минд. White&Extra Almond 90г (шт),ozera,"(8, 13)"
"2920-320 Гайка 22-1,5",,"(0, 0)"
Обувь  MB40,,"(0, 0)"
Салат Красное море б/л,,"(0, 0)"
Семена ПОИСК Салат Азарт 1гр,поиск,"(7, 12)"
Сыр Чечил белый Спагетти  PRESIDENT 100г,president,"(26, 35)"
Сигареты KISS menthol МРЦ 126,kiss,"(9, 13)"
Погреб Уралец-10,уралец,"(7, 13)"
"CP-Z-2 (мод. EP) накладной светло-серый Считыватель EM, накладно",,"(0, 0)"
ХЛЕБ БОРОДИНО 400 Г (СОБСТВЕННОЕ ПРОИЗВОДСТВО-ИП КУЗНЕЦОВА Н.В.),бородино,"(5, 13)"
"ЮБКА ""JINLIHONA"" 499 р-р 42-56 З-21 25.07.20",jinlihona,"(6, 15)"
11. кардиган женский D02CR201A-35E 45 L,,"(0, 0)"
"Газ сжиж.Д.10,5кг(бал.27л вент.)обмен шт №002011",,"(0, 0)"
Майонез Махеевъ 380гр Переп. яйцо,махеевъ,"(8, 15)"
1. 435435 НГ Пакет с вырубной ручкой (38х45)-60 Красивый подарок ТИКО 50/500,тико,"(65, 69)"
Рисперидон-СЗ таб. п/пл. об. 2мг №30,рисперидон,"(0, 10)"
сметана Куб. Буренка 15% 300грТимаш,буренка,"(13, 20)"
"Шоколад ""Томер"" 90г.в асс.(шт.)",томер,"(9, 14)"
овощечистка 3 в 1 Н метал,,"(0, 0)"
сметана 15% 200 гр Снежок,снежок,"(19, 25)"
"Pietra Bianca'16/0,75L",pietra bianca,"(0, 13)"
Ж/д билет № 77050940365064 Плацкарта,,"(0, 0)"
Элемент питания VKL LR6,vkl,"(16, 19)"
Профиль ARH-KANT-H16-2000 ANOD,,"(0, 0)"
2000001383926 Чемодан Valigetti 18 navy ABC-пл 4к,valigetti,"(22, 31)"
"Тетрадь 100л., А4, клетка на спирали Hatber ""CityScape"", карман, перфорация на отрыв, УФлак",hatber,"(37, 43)"
"Лапша пшеничная Premium Udon №6 для Wok 0,250/30шт КЭММИ",кэмми,"(51, 56)"
MAD Beauty: Дисней ПОП - очищающая маска,mad beauty,"(0, 10)"
Напиток Borjomi Вишня.гранат газ.0.33 ж/б,borjomi,"(8, 15)"
"Шорты (22925757Y033,XS,10P0)",,"(0, 0)"
"Семена Салат Айсберг0,5г",,"(0, 0)"
ПРОКЛАДКИ BELLA PANTY SOFT N60 ДЫШ.Е,bella,"(10, 15)"
"Масло ""Нежинское"" 5л",нежинское,"(7, 16)"
Skechers / 302305L-SMLT 13.5  Кроссовки детские TWISTY BRIGHTS серебристый/мультицвет р. 13.5,skechers,"(0, 8)"
"358-1745 САЛАТНИК ""ПАРИЖС",,"(0, 0)"
8) 0320C-MLC-40 ЮБКА ЖЕНСКАЯ,,"(0, 0)"
"Саморезы по ДЕРЕВУ черные d3,5мм. (41-55) (L45мм.)",,"(0, 0)"
"СОК ЛЮБИМЫЙ АПЕЛЬСИНОВОЕ МАНГО 1,93Л 1ШТ",любимый,"(4, 11)"
"Брюки CL 1055718 Б_ДЕН УОШ(шт., 31-34)",,"(0, 0)"
100Г ЧАЙ SEBASTEA ЗИМН ЧАЙН ДОМ,sebastea,"(9, 17)"
J4508 ШЕРСТЯНЫЕ БРЮКИ-ДЖОГГЕРЫ,,"(0, 0)"
"Картридж Unicorn вспененный 10SL, РS 1010 S, механическая очистка, из вспененного полипропилена, 10 мкм UNICORN PS1010",unicorn,"(9, 16)"
"1/1 Дипиридамол 0,025 n120 табл п/плен/оболоч",дипиридамол,"(4, 15)"
"Bombbar Батончик Duo, 60 гр. (Малиновый крем со сливками)",bombbar,"(0, 7)"
В Соба с говядиной,,"(0, 0)"
Тетрадь 12 л. (клетка) Альт Карманные животные 7-12-936/1,альт,"(23, 27)"
"Вино столовое Крымское красн. п/сл.9-11% 0,75л",крымское,"(14, 22)"
"Авторучка  шарик.Стамм 111 синяя, масл. прозр корпус 1/100",,"(0, 0)"
"БЗМЖ Мороженое ""Магнат Мини"" Мультипак В2",магнат,"(16, 22)"
Топленое масло Гхи 200гр  1 шт.                    ,,"(0, 0)"
"Каша Овсяная ""Увелка"" 40гр*5шт клубника со сл",увелка,"(14, 20)"
"Сухарики ""Емеля"" в ассортименте",емеля,"(10, 15)"
1. Дрель акк. Интерскол ДА-12 ЭР-02 Li-I,интерскол,"(14, 23)"
11. 426280 Пакет фасовочный рул (30х40)-11 Тригон (5х100) 1/20,тригон,"(43, 49)"
ОГУРЕЦ Зеленый пигмей F1 цв пак (СС),,"(0, 0)"
0874110 ДЖЕМПЕР M Серый       ,,"(0, 0)"
"Вода ""Карачинская"" минерал. газ. 1,5л ООО ""Карачинский Источник""",карачинская,"(6, 17)"
Йогурт черничный 450г Коровка из Кореновки БЗМЖ,коровка из кореновки,"(22, 42)"
"КИЛЬКА п/п 1/2,5кг /в приход -100гр/ (ФРП г.Челябинск)",,"(0, 0)"
"Жев. мармелад ""HARIBO"" Червячки 80г                    3шт*89.00",haribo,"(15, 21)"
Бальзам Kisskiss тон R330 G042995 2.8гр,kisskiss,"(8, 16)"
шприц 3мл №1,,"(0, 0)"
"Пиво Халзан свет. фильтр. паст. 0,45л бут.",халзан,"(5, 11)"
"""   SВO 205-06   овальная   koроткая pучкa №06 Артиkул 11066488332",,"(0, 0)"
Пемолюкс чист.порошок 480г,пемолюкс,"(0, 8)"
Сэндвич Курица 230г С/ПР-ВО,,"(0, 0)"
Свитер Zarina LM093566815,zarina,"(7, 13)"
Бумага ЗЕВА ДЕЛЮКС 4 рул .ромашка,зева,"(7, 11)"
"Сосиски ""Молочные"" г. Красноярск",,"(0, 0)"
Икра белковая Балтийский Берег Красная с/б 480 г,балтийский берег,"(14, 30)"
"Наруж. угол Дуб Серый 214 Е67 ""Идеал Элит""",идеал,"(31, 36)"
Бур по бетону. 5 x 110 мм. SDS PLUS,,"(0, 0)"
"[M] Резиновые сапоги Nordman LM099075774 qButET,M.Gsl0",nordman,"(21, 28)"
Мочалка д/тела полипропилен. 'Зигзаг' 786-475,зигзаг,"(30, 36)"
4) XV860-99J-42 ДЖИНСЫ ЖЕНСКИЕ,,"(0, 0)"
"Вода ПИЛИГРИМ мин газ ПЭТ 0,5л",пилигрим,"(5, 13)"
Витамин Картофель по дерев.с трав.4,витамин,"(0, 7)"
Напиток Алтайский,,"(0, 0)"
0.054 Котлеты из куриной п,,"(0, 0)"
"Туфли Подростковые Мальчик ""Lipude"" р: 36.37.38.39.40.41",lipude,"(28, 34)"
Уха Норвежская из форели 300,,"(0, 0)"
"Лопата ""Palisad"" снеговая морозостойкий пластик, металлический черенок со стальной окантовкой, 460*340мм",palisad,"(8, 15)"
