name,good,good_pos
"Джинсы BML NAPOLI, 160321 (33/34, шт)",джинсы,"(0, 6)"
смазка LM 47 Langzeitfett+ MoS2 7574 шт,смазка,"(0, 6)"
Батарейки Дюрасел Басик АА-4 BL Сек1,батарейки,"(0, 9)"
Слайм  прихлоп 1 шт,слайм,"(0, 5)"
МОЛОЧКО BOTANIC THERAPY КОКОС 250,молочко,"(0, 7)"
"Молоко ПЕРВЫЙ ВКУС  3,2% 1л коробка",молоко,"(0, 6)"
Магги Бульон в асс. 10гр,бульон,"(6, 12)"
071058:Корм для собак Cesar Аппетитные блюда из (НДС 20%),корм,"(7, 11)"
Игровой набор Hot Wheels ?Машинки Бэ,игровой набор,"(0, 13)"
"Фигурка из теста. Пластишка ""Машинки""",фигурка,"(0, 7)"
"5 шт.  kopo ткая ручка kруглыe  № 1, 2, 3, 4, 5 Артиkул 14524192822",ручка,"(17, 22)"
Ваф. рулет Со вкусом сгущ. молока,рулет,"(5, 10)"
22 2456577636773 05.21 Паст/Lino/A029,паст,"(23, 27)"
Горох Увелка пак 5*80гр,горох,"(0, 5)"
532248-21 синий полуботинки дошкольно-школьные Нат. кожа (32),полуботинки,"(16, 27)"
"105372:Напиток б/а Берн Темная Энергия сильногаз. энергетик ж/б 0,449л.",напиток,"(7, 14)"
"Джемпер (220326106033,XXL,91N0)",джемпер,"(0, 7)"
Вафли Сладонеж с сливочным кремом 170г,вафли,"(0, 5)"
[M] Ботинки Лель LM086290779 BcbcIf'mOcmlg,ботинки,"(4, 11)"
"Сок Любимый Спелый Томат т/п 1,93л.",сок,"(0, 3)"
4607044330368 Кисть плоская АКОР Евро 75 8мм  Пласт. ручка,кисть,"(14, 19)"
"Клейкая лента узкая, 2-х сторон.",лента,"(8, 13)"
Соль морская пор раств 1кг уп,соль,"(0, 4)"
Гирлянда Hayabusa HS 303,,"(0, 0)"
Лампа Bosch h11 eco 12v 55w(шт),лампа,"(0, 5)"
"БЗМЖ Тан ""Томское Молоко"" 1% 900мл. пл/б",тан,"(5, 8)"
НЕКТАР РИЧ 1Л ПЕРСИКОВЫЙ,нектар,"(0, 6)"
Ф/рамка  Hofmann 469-O 15х20,рамка,"(2, 7)"
"Масло трансмиссионное MT XZ Gear Oil 75W-80, 1л Nissan",масло,"(0, 5)"
Поднос прямоугольный,поднос,"(0, 6)"
Карты 54шт(шт),карты,"(0, 5)"
"Билет для взрослого в выходной день (суббота, 01.08.202...",билет,"(0, 5)"
Бумага д/сигарет Smoking Deluxe,бумага,"(0, 6)"
Яблоки красные Цена: за 1 кг. кг,яблоки,"(0, 6)"
"Косметика ""Сюрприз"" №MY30088 шт",косметика,"(0, 9)"
"Хлеб ""Имандра"" в нар.400г Хлебопек шт",хлеб,"(0, 4)"
Мармелад желейно-формовой со стевией 200г,мармелад,"(0, 8)"
"Сырок ""Простоквашино"" Сгущенка 40 гр",сырок,"(0, 5)"
"гвозди плотницкие 4,0х 60 цинк.(1кг=158шт.) (кг)",гвозди,"(0, 6)"
5 морей Шпроты  в/м 160гр. ж/б,шпроты,"(8, 14)"
"""ТАРХУН"" 1.5л газ. напит. До встречи",тархун,"(1, 7)"
ДАНИССИМО Фантазия Хруст.шарики Лесные ягоды   105г,,"(0, 0)"
9132491 резинка 8 мм белая 10 м/уп,резинка,"(8, 15)"
ДМ5т48_лм 9586 Дневник дл,дневник,"(15, 22)"
Прожильник 50*100*6/5 м,прожильник,"(0, 10)"
Лейс Рифленые Лосось\Сливочный соус 150 гр,,"(0, 0)"
12146033 Пиджак д/м КАТ3-310-42-391 134-_64-60 син-00 2000998385606,пиджак,"(9, 15)"
LC1208 Фильтр масляный LYNXauto,фильтр,"(7, 13)"
Куртка джинсовая Bershka RU201129-827826-001,куртка,"(0, 6)"
Тонер Картридж Cactus CS-C040HBK черный (12500стр.) для Canon LBP 710CX/712CX (Гарантия - 1 год),картридж,"(6, 14)"
"7/44 краска для волос, русый медный интенсивный/ DELUXE 60 мл",краска,"(5, 11)"
"Слоеная трубочка ""РАХАТ ЛУКУМ""  (БИБЕР говяжий в ХРУСТЯЩЕМ ЖЕЛУДКЕ), цена за 100 грамм",бибер,"(33, 38)"
КРОССОВКИ Ж SPIB511B,кроссовки,"(0, 9)"
"Лимонад Эль фреско Мохито клубничный 0,5л",лимонад,"(0, 7)"
"Мол. коктейль Растишка  2,5% 210г Шоколадный банан",коктейль,"(5, 13)"
"Батончик Марс с нугой и карамелью 4*40,5гр",батончик,"(0, 8)"
"Яйцо "" Русское руно"" 1 кат. 10шт.",яйцо,"(0, 4)"
ПОЛУБОТИНКИ ДЛЯ МАЛЬЧИКА:Тёмно-,полуботинки,"(0, 11)"
Красители пищевые жидкие Дом.Кухня,красители,"(0, 9)"
6129590 Календарь: КО:Армейский календарь 2021,календарь,"(8, 17)"
"Варежки, арт: 22009GJC7603-16",варежки,"(0, 7)"
"Лаймон Оранж напиток б/а газ. 0,33л ж/б",напиток,"(13, 20)"
Колготки Innamore Microrete,колготки,"(0, 8)"
Маска тканевая с муцином улитки May Island Real Essence Snail Mask Pack 25мл,маска,"(0, 5)"
Крючки пластик KLE-SG007 хром 3шт,крючки,"(0, 6)"
"Майонез Махеевъ Провансаль (белый) 50,5% 200мл",майонез,"(0, 7)"
Коктейль Фруктовый микс б/а,коктейль,"(0, 8)"
 6417700059209 Каша овс.Мюлюн Парас 1 мин 500г Финлянд,каша,"(15, 19)"
Овощечистка HT-0054К экономка (шт),овощечистка,"(0, 11)"
40г  Сырок творож ВАНИЛЬНЫЙ Простоквашино,сырок,"(5, 10)"
Костюм АКТИВ ут чер-кра Оксфорд (120-124/182-188) Штука,костюм,"(0, 6)"
Бумага Туалетная Papia 12шт 3сл Балийский Цветок,бумага,"(0, 6)"
"Приправа ""Котани"" мельница смесь перцев ст/б 36гр,",приправа,"(0, 8)"
Крышка д/горячего 200 мл Синнабон (мод) 4 шт.,крышка,"(0, 6)"
Тефтели с рисом 250г /Пикник/,тефтели,"(0, 7)"
Стейк из семги в травах По-Про,стейк,"(0, 5)"
Билет на электричку Москва Киевская - Зосимова Пустынь,билет,"(0, 5)"
201 Гель-лак 14 мл Masters Siries BLUESKY_30.09.2021!!!,гель-лак,"(4, 12)"
Колодки тормозные HONDA ACCORD 2.0/2.2/2.4 98&amp;gt; задние,колодки,"(0, 7)"
CH6-28002 Чемодан 4-х колесный,чемодан,"(10, 17)"
"Филе куриное ""Сюрприз""",филе,"(0, 4)"
Рабочая тетрадь KUMON. Математика. Сложение. Уровень 1 м/о (МИФ).,тетрадь,"(8, 15)"
Куртка утепл. муж WHS ROMA 768313 black,куртка,"(0, 6)"
"Удобрение сухое ""Гера"" Азофоска 0,9кг",удобрение,"(0, 9)"
Маркер  текст. Т7014 фиолетовый  Berlingo,маркер,"(0, 6)"
ШПРОТЫ в масле крупные Вкусные консервы 240 гр. ж/б ключ,шпроты,"(0, 6)"
Прожектор PFL-C3 50Вт 6500К IP65 JazzWay 5023581 (Гарантия - 1 год),прожектор,"(0, 9)"
Датчик давления масла 2101-07 ММ-120Д (ЭМИ) (шт),датчик,"(0, 6)"
1.Салфетка спиртов N100 (для инъекций) 65х56мм(УПАК),салфетка,"(2, 10)"
ЧИПСЫ ОТ МАРТИНА ШАШЛЫК 100Г,чипсы,"(0, 5)"
"Мышь Logitech M310 беспроводная, 1000dpi, USB, серо-чёрный (910-003986)",мышь,"(0, 4)"
Пряный суп с говядиной Панко Обед 1 порц.,суп,"(7, 10)"
"Фиксатор резьбы неразъемный  (красный) 6мл ""FELIX """,фиксатор,"(0, 8)"
Газ (70.5 л * 22.95),газ,"(0, 3)"
"86644 Водка Воздух 0,5л Легкая Айс",водка,"(6, 11)"
3 2456576556782 Кружка/hcon/1987,кружка,"(16, 22)"
5. выгода_lavel д/од.мешок д/ст. 50*60 см 1шт,мешок,"(21, 26)"
"Батарейка АА Varta, 4008496847358,",батарейка,"(0, 9)"
4 2456531484402 07.21 НБ ч/TEAB/Чай ,чай,"(32, 35)"
Салфетки Универсал. МИКРОФИБРА 3шт PARLO,салфетки,"(0, 8)"
"1.161048  Грунтовка Бетоконтакт СТ 19 Ceresit 5кг                       799,00* 1,000= 799,00 р.",грунтовка,"(10, 19)"
"Grandorf корм для взрослых собак всех пород, ягненок с бурым рисом.",корм,"(9, 13)"
СВФС Шайба плоская увеличенная  DIN9021 М6  1шт. (шт.),шайба,"(5, 10)"
2 2157457077777 Лонгслив ж/Tom /1055,лонгслив,"(16, 24)"
Батончик Фрутилад 30г Чернослив ЦЕНА 35-00,батончик,"(0, 8)"
Сяке спайси суши 2 порц.,суши,"(12, 16)"
059474:Хлеб  Матнакаш 400г ГКЖ,хлеб,"(7, 11)"
Коробки картонные 50,коробки,"(0, 7)"
1 2456607419369 Трусы/Hunk/1693,трусы,"(16, 21)"
ГЛАВПР.Крылышки ГРИЛЬ кур.300г,крылышки,"(7, 15)"
 4607023236049 Сыр твор.Тысяча озер воздуш.слив.60 140,сыр,"(15, 18)"
[M] Сланцы Fila LM096426523 mVJi3GJe<4aZl,сланцы,"(4, 10)"
0938037 Блузка M Зеленый      ,блузка,"(8, 14)"
19A_4CY457KK0_100_M БРЮКИ,брюки,"(20, 25)"
очиститель агрегатов Premium Black Edition /WURTH/ 1 мл (арт. 5988 000 355) Х 200,очиститель,"(0, 10)"
3 2456543256936 БРЮКИ жен/ONLY/1152,брюки,"(16, 21)"
Бальзам после  бритья Nivea для чувствительной кожи 100мл,бальзам,"(0, 7)"
"ЖИЛЕТ(шт, 98, 108)",жилет,"(0, 5)"
"Набор для творчества,White,ONE",набор для творчества,"(0, 20)"
Чай Оолонг Ти Гуань Инь (кг),чай,"(0, 3)"
1напиток СЭВЕН АП 1л.,напиток,"(1, 8)"
7/8 ВитаМишки Мульти+ Йод/холин пастилки жев. №30 (БАД) 553р. за упак,пастилки,"(32, 40)"
Книга Росмэн Петушок - золотой гребешок Веселые глазки,книга,"(0, 5)"
Майонез оливковый Mr.Ricco  67% 400мл.,майонез,"(0, 7)"
Термопаста КПТ-8 шприц 3гр,термопаста,"(0, 10)"
Шапка 56-62 однотонная с отворотом св.серый А65/2-р,шапка,"(0, 5)"
Освежитель Чиртон сухое распыление в асс. 300 мл ,освежитель,"(0, 10)"
  1275 Корм/ж Вискас (пауч) 85гр Для Котят Куриц,корм,"(7, 11)"
"Кальмар сушеный стружка, кг (кг)",кальмар,"(0, 7)"
"1179309 Чехол (клип-кейс) GRESSO Meridian, для Apple iPhone 11 Pro Max, темно-синий [gr17mrn706] (Гар.срок:0мес.)",чехол,"(8, 13)"
"Чудо творожок персик-груша 4,2% 100гр /90290111606/",творожок,"(5, 13)"
"Вода Красный ключ фруктовая 1,5 л Дыня-Арбуз /ПЭТ/6",вода,"(0, 4)"
Хлеб 1сорт ИП Кулагин,хлеб,"(0, 4)"
"БЗМЖ Йогурт Фругурт 250г 2,5% Персик/Маракуйя",йогурт,"(5, 11)"
Круассан с кокосом 60г К-Чепецк (НДС 0%),круассан,"(0, 8)"
Шоколад Ozera белый цел.минд. White&Extra Almond 90г (шт),шоколад,"(0, 7)"
"2920-320 Гайка 22-1,5",гайка,"(9, 14)"
Обувь  MB40,обувь,"(0, 5)"
Салат Красное море б/л,салат,"(0, 5)"
Семена ПОИСК Салат Азарт 1гр,семена,"(0, 6)"
Сыр Чечил белый Спагетти  PRESIDENT 100г,сыр,"(0, 3)"
Сигареты KISS menthol МРЦ 126,сигареты,"(0, 8)"
Погреб Уралец-10,погреб,"(0, 6)"
"CP-Z-2 (мод. EP) накладной светло-серый Считыватель EM, накладно",считыватель,"(40, 51)"
ХЛЕБ БОРОДИНО 400 Г (СОБСТВЕННОЕ ПРОИЗВОДСТВО-ИП КУЗНЕЦОВА Н.В.),хлеб,"(0, 4)"
"ЮБКА ""JINLIHONA"" 499 р-р 42-56 З-21 25.07.20",юбка,"(0, 4)"
11. кардиган женский D02CR201A-35E 45 L,кардиган,"(4, 12)"
"Газ сжиж.Д.10,5кг(бал.27л вент.)обмен шт №002011",газ,"(0, 3)"
Майонез Махеевъ 380гр Переп. яйцо,майонез,"(0, 7)"
1. 435435 НГ Пакет с вырубной ручкой (38х45)-60 Красивый подарок ТИКО 50/500,пакет,"(13, 18)"
сметана Куб. Буренка 15% 300грТимаш,сметана,"(0, 7)"
"Шоколад ""Томер"" 90г.в асс.(шт.)",шоколад,"(0, 7)"
овощечистка 3 в 1 Н метал,овощечистка,"(0, 11)"
сметана 15% 200 гр Снежок,сметана,"(0, 7)"
"Pietra Bianca'16/0,75L",,"(0, 0)"
Ж/д билет № 77050940365064 Плацкарта,билет,"(4, 9)"
Элемент питания VKL LR6,элемент питания,"(0, 15)"
Профиль ARH-KANT-H16-2000 ANOD,профиль,"(0, 7)"
2000001383926 Чемодан Valigetti 18 navy ABC-пл 4к,чемодан,"(14, 21)"
"Тетрадь 100л., А4, клетка на спирали Hatber ""CityScape"", карман, перфорация на отрыв, УФлак",тетрадь,"(0, 7)"
"Лапша пшеничная Premium Udon №6 для Wok 0,250/30шт КЭММИ",лапша,"(0, 5)"
MAD Beauty: Дисней ПОП - очищающая маска,маска,"(35, 40)"
"САЛТОН ГУБКА Д/ОБУВИ ЧЕРНЫЙ ООО ЮПЕКО,Г.МОСКВА",губка,"(7, 12)"
Напиток Borjomi Вишня.гранат газ.0.33 ж/б,напиток,"(0, 7)"
"Шорты (22925757Y033,XS,10P0)",шорты,"(0, 5)"
Мульти-пульти 1шт,,"(0, 0)"
"Семена Салат Айсберг0,5г",семена,"(0, 6)"
ПРОКЛАДКИ BELLA PANTY SOFT N60 ДЫШ.Е,прокладки,"(0, 9)"
